Index,label,integer_1,integer_2,integer_3,integer_4,integer_5,integer_6,integer_7,integer_8,integer_9,integer_10,integer_11,integer_12,integer_13,categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26
280862,0,7.0,1,3.0,1.0,1419.0,9.0,8.0,9,24.0,0.0,1.0,,1.0,68fd1e64,1cfdf714,36939de1,05de3888,4cf72387,fbad5c96,7195046d,45f7c2dd,a73ee510,acccca1c,4d8549da,58821b86,51b97b8f,07d13a8f,f775a6d5,9d6d77d0,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,9e56101b,ad3062eb,c7dc6720,1b3f1f13,b9266ff0,77490a9e
280882,0,7.0,5,8.0,9.0,715,19.0,7.0,8,19.0,1.0,1.0,,15.0,05db9164,6e638bbc,7deeba7e,99cbea63,25c83c98,fe6b92e5,3368987f,0b153874,a73ee510,70d3f60a,22e2fd54,e1f3056f,073bd88e,b28479f6,e63b30de,921a13f5,e5ba7672,3cb7e3f0,21ddcdc9,b1252a9d,833c4620,,32c7478e,8d653a3e,445bbe3b,8e1ae331
280884,0,5.0,45,11.0,16.0,64,35.0,5,24,25,1.0,1,,25.0,87552397,38a947a1,,,25c83c98,7e0ccccf,2d332991,0b153874,a73ee510,80254878,47db1bd7,,4004a1be,07d13a8f,efe9bbc6,,e5ba7672,44dc3ecf,,,,,3a171ecb,,,
280920,1,,180,2.0,2.0,2780.0,,0.0,3,21.0,,0.0,,2.0,05db9164,421b43cd,3241dfc7,29998ed1,25c83c98,fe6b92e5,38eb9cf4,5b392875,a73ee510,547c0ffe,7f8ffe57,6aaba33c,46f42a63,b28479f6,2d0bb053,b041b04a,d4bb7bd8,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
280945,1,2.0,-1,1.0,,1435.0,11.0,3,12,11,0.0,1,,,4615a3b6,38a947a1,9804030f,a4cf0025,25c83c98,fe6b92e5,ad9fa255,64523cfa,a73ee510,5282c137,e5d8af57,ab5549ec,f06c53ac,07d13a8f,82c3f59d,0167dbb3,07c540c4,8cc913b0,,,36c57c20,c9d4222a,32c7478e,b72b38a4,,
280946,1,5.0,8,13.0,9.0,2,2.0,57,12,28,1.0,4,,2.0,05db9164,38a947a1,a3032b13,40ba1b06,25c83c98,6f6d9be8,6fa3c1a7,1f89b562,a73ee510,26c5b9e8,b8deab54,ea87b95e,efbb2435,f862f261,46bf253a,7f0448ca,e5ba7672,566de33b,,,0f369559,,32c7478e,74c0e361,,
280963,0,7.0,70,5.0,5.0,757,20.0,404.0,47,628.0,1.0,29.0,,5.0,05db9164,1cfdf714,e6cf47df,3da4685b,25c83c98,7e0ccccf,32da4b59,0b153874,a73ee510,eff5602f,9ee336c5,c35a10e3,094e10ad,b28479f6,d345b1a0,9452ef6e,e5ba7672,e88ffc9d,4764bf77,a458ea53,d8ad7a42,,bcdee96c,defc8ccf,cb079c2d,6867cdf2
280984,0,,1,,,224323.0,,0,1,21,,0,,,05db9164,d1f70341,a1939ec4,f922efad,43b19349,fbad5c96,ccbac4d9,0b153874,7cc72ec2,3b08e48b,c012107d,dfc096e9,c8dca410,1adce6ef,c291f008,9282da85,e5ba7672,641c905d,,,45838e05,ad3062eb,be7c41b4,b34f3128,,
280995,0,0.0,22,1.0,1.0,1.0,,0,1,1,0.0,0,,1.0,68fd1e64,8084ee93,02cf9876,c18be181,384874ce,7e0ccccf,46067623,0b153874,a73ee510,366090e9,8b92652b,8fe001f4,c5bc951e,b28479f6,b2ff8c6b,36103458,d4bb7bd8,52e44668,,,e587c466,,bcdee96c,3b183c5c,,
281000,0,,8,3.0,8.0,32587,,0,41,8,,0,,8.0,05db9164,04e09220,95e13fd4,a1e6a194,4cf72387,fbad5c96,3447df37,0b153874,a73ee510,3b08e48b,0fc6ec45,8882c6cd,94b87a00,b28479f6,69f825dd,23056e4f,776ce399,6fc84bfb,,,5155d8a3,,be7c41b4,ded4aac9,,
281064,1,2.0,-1,1.0,,725.0,24.0,2.0,20,34.0,1.0,1.0,,,be589b51,6887a43c,bd81efc5,0b3defc3,4cf72387,,675e81f6,0b153874,a73ee510,e5cadd10,4a77ddca,1ec34c7b,dc1d72e4,b28479f6,9cc57c4d,fc043a42,07c540c4,2ae4f30d,21ddcdc9,b1252a9d,8a73dc09,,32c7478e,4f757dda,445bbe3b,a2456224
281104,1,1.0,4,14.0,14.0,845,16.0,10.0,36,115.0,1.0,5.0,,14.0,05db9164,421b43cd,c1dc18fd,29998ed1,43b19349,fe6b92e5,6978304f,062b5529,a73ee510,fbbf2c95,dbdb7970,6aaba33c,9be66b48,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
281163,1,2.0,181,3.0,2.0,2,0.0,11.0,32,117.0,1.0,5.0,,0.0,8cf07265,421b43cd,3c2f7bea,29998ed1,25c83c98,fe6b92e5,38ae26b9,c8ddd494,a73ee510,42635bfd,aadb87b9,6aaba33c,e9332a03,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,ad3062eb,3a171ecb,b34f3128,,
281165,0,,0,1.0,3.0,24521,60.0,3,5,57,,1,,3.0,5a9ed9b0,38a947a1,b2ac7918,07f72e07,43b19349,6f6d9be8,39a57971,0b153874,a73ee510,3b08e48b,9099c04e,47432dcb,de7b14a2,07d13a8f,dbc04c15,795ccbc7,e5ba7672,e589f353,,,9176b0ef,,32c7478e,c5cbfccf,,
281187,1,2.0,145,16.0,23.0,34.0,20.0,2,15,23,2.0,2,,19.0,be589b51,2705da39,e80d7a50,dabaa4f7,25c83c98,,81744249,0b153874,a73ee510,6997b535,620f5b56,942e2302,9e1f2dd1,64c94865,dbf47116,b151f39c,07c540c4,66c3058a,,,1952b3e9,,32c7478e,043ce596,,
281188,0,0.0,3,3.0,3.0,1500,37.0,1,27,42,0.0,1,,3.0,5a9ed9b0,421b43cd,ed458acb,e2159af3,25c83c98,fe6b92e5,dc7659bd,64523cfa,a73ee510,631ddef6,e51ddf94,4f4316df,3516f6e6,b28479f6,2d0bb053,27b159cf,e5ba7672,2804effd,,,3ea1f173,,3a171ecb,d9556584,,
281207,0,5.0,306,3.0,1.0,904.0,1.0,39,4,290,1.0,5,1.0,1.0,7e5c2ff4,207b2d81,d52980aa,b66d15e3,25c83c98,7e0ccccf,4b0cab49,0b153874,a73ee510,d35e1d60,6685ea28,b519c595,7edc047a,64c94865,11b2ae92,7c8ae841,3486227d,395856b0,21ddcdc9,b1252a9d,605305ee,c9d4222a,c7dc6720,f090fae7,001f3601,cdc744c1
281221,0,,3,,,6408.0,,0.0,0,73.0,,0.0,,,05db9164,d833535f,ad4b77ff,d16679b9,25c83c98,7e0ccccf,38850d41,37e4aa92,a73ee510,e9e84972,49aeb6a9,a2f4e8b5,8f7e5dc7,b28479f6,a66dcf27,89052618,1e88c74f,7b49e3d2,,,d4703ebd,,32c7478e,aee52b6f,,
281223,0,0.0,46,1.0,7.0,1837,75.0,4,2,789,0.0,2,,7.0,05db9164,09e68b86,560c4991,14c95010,25c83c98,,68daff24,5b392875,a73ee510,d9dbe799,761e668d,82803995,da3c8447,b28479f6,52baadf5,18e7c838,e5ba7672,5aed7436,5520c45c,5840adea,a40d1f3c,,32c7478e,ce327ac7,e8b83407,b34f6f11
281227,0,0.0,1,8.0,7.0,1540.0,31.0,5,9,31,0.0,1,,7.0,05db9164,38a947a1,,,43b19349,6f6d9be8,cb907426,0b153874,a73ee510,2b98ae01,c00f746e,,eb6f2560,07d13a8f,82c3f59d,,d4bb7bd8,8cc913b0,,,,,32c7478e,,,
281271,0,,63,9.0,5.0,26637,63.0,2.0,5,51.0,,1.0,,5.0,8cf07265,38d50e09,7ebe08b3,76b52ce1,4cf72387,7e0ccccf,c44012d0,0b153874,7cc72ec2,3b08e48b,471bc3ad,ef0c2022,1ddad6aa,b28479f6,06373944,8a00a9dd,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,0187218b,c9d4222a,3a171ecb,df487a73,001f3601,c27f155b
281299,0,0.0,80,2.0,4.0,2316.0,34.0,6.0,6,49.0,0.0,4.0,,4.0,05db9164,2c16a946,4d2d5427,64712dc5,25c83c98,fe6b92e5,c6ad90de,0b153874,a73ee510,b78f3a55,371dae82,632aec54,18fc2b1e,b28479f6,3628a186,384d2714,e5ba7672,e4ca448c,,,2bce5813,,32c7478e,9117a34a,,
281330,1,7.0,11,2.0,1.0,23,1.0,8.0,1,148.0,1.0,2.0,0.0,1.0,8cf07265,cc8e236e,1c239854,cf3dc9c2,25c83c98,fbad5c96,5e4454aa,0b153874,a73ee510,305a0646,680bf6cb,98d78b2b,7db6a946,07d13a8f,3a8c68b7,da1333b6,3486227d,775e80fe,21ddcdc9,5840adea,3ee29a07,,3a171ecb,c83e0347,ea9a246c,2fede552
281343,1,0.0,0,8.0,3.0,1209,83.0,52,30,619,0.0,11,0.0,3.0,68fd1e64,58e67aaf,9adc1a3c,f2845c95,25c83c98,7e0ccccf,1e3cba9d,0b153874,a73ee510,1e2ab9fa,843d8639,bb229fec,9cab1003,07d13a8f,10935a85,7da7c88b,27c07bd6,c21c3e4c,21ddcdc9,b1252a9d,e74c9791,,423fab69,ffdfd597,9b3e8820,7c5e72d9
281362,0,,41,2.0,,37563,117.0,1,7,51,,0,,,8cf07265,287130e0,5b03af3c,4f8a920b,25c83c98,fe6b92e5,322ef8af,5b392875,a73ee510,a3b2bd93,2858c059,08d3bcf5,db7a79f5,07d13a8f,6aaa8dbc,b789a494,07c540c4,53515e19,21ddcdc9,a458ea53,932104b8,,32c7478e,e3cc1b8d,ea9a246c,c99645bd
281430,0,2.0,10,1.0,2.0,1416,54.0,6.0,41,178.0,0.0,3.0,,2.0,8cf07265,421b43cd,57dd4dca,29998ed1,25c83c98,7e0ccccf,fe4dce68,0b153874,a73ee510,0d538fca,68357db6,6aaba33c,768f6658,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
281438,1,0.0,305,1.0,1.0,2348.0,61.0,149,20,511,0.0,31,,1.0,05db9164,c41a84c8,c5c5f657,759c4a2e,25c83c98,7e0ccccf,f84e6f4b,0b153874,a73ee510,36fe2e15,81a23494,1dae3163,3796b047,1adce6ef,3dbfb847,9d05a081,e5ba7672,2b46823a,,,7fcb7db3,ad3062eb,423fab69,590b856f,,
281456,0,,0,33.0,4.0,15284.0,,0,20,50,,0,,4.0,09ca0b81,1cfdf714,3a45ce70,14fb1661,25c83c98,3bf701e7,635b4f70,0b153874,a73ee510,558a2680,eb9eb939,111d1408,2b54e95d,1adce6ef,f3002fbd,0848c76b,1e88c74f,e88ffc9d,af1445c4,a458ea53,0c95c852,ad3062eb,bcdee96c,a76eac23,cb079c2d,f5e1e9eb
281485,0,3.0,3,3.0,1.0,1359.0,7.0,22.0,12.0,30.0,0.0,3.0,23.0,1.0,05db9164,38a947a1,9e521622,5d5ca56d,25c83c98,fe6b92e5,199c1eb3,0b153874,a73ee510,3b08e48b,ee991e99,5534db0e,934b2395,07d13a8f,ea8d4f05,c3586ea4,8efede7f,c2ce2fbb,,,15e47596,,423fab69,0505abc3,,
281496,0,,-1,,,,,0,2,2,,0,,,68fd1e64,38a947a1,,,25c83c98,6f6d9be8,bc75d75f,0b153874,7cc72ec2,3b08e48b,804df57f,,3bd6c21d,b28479f6,bcf15323,,2005abd1,2a5c1ed3,,,,,32c7478e,,,
281504,0,3.0,3,2.0,,884,50.0,3,37,37,1.0,1,,,05db9164,1cfdf714,6e88fca4,33bf6d8c,43b19349,fe6b92e5,fe1695ff,5b392875,a73ee510,a88972b8,9090b697,74626dd9,2fe66320,1adce6ef,f3002fbd,61a1eb12,07c540c4,e88ffc9d,b87498e2,a458ea53,d8c0741b,,bcdee96c,d7ff2a41,cb079c2d,0adbea63
281507,0,,1,19.0,2.0,42320,,,3,,,,,2.0,05db9164,38d50e09,eddf51df,ce4f6774,25c83c98,7e0ccccf,301e3e06,0b153874,7cc72ec2,27b57225,df29f7bb,85e08085,67b031b4,1adce6ef,e2c18d5a,d7f5cb25,d4bb7bd8,582152eb,21ddcdc9,5840adea,60d6ceaa,,3a171ecb,5931b777,001f3601,4e7af834
281560,0,0.0,79,10.0,7.0,3454.0,185.0,9.0,43.0,84.0,0.0,1.0,0.0,7.0,be589b51,58e67aaf,58d4eb03,b024e21f,25c83c98,fbad5c96,6e895c0a,0b153874,a73ee510,7ef432eb,1bdc0607,07f02922,619a03e9,b28479f6,62eca3c0,569ba1fc,e5ba7672,c21c3e4c,b386900c,a458ea53,e5752394,,bcdee96c,3fdb382b,9b3e8820,49d68486
281606,0,1.0,3,,5.0,110.0,8.0,1.0,5,5.0,1.0,1.0,,5.0,05db9164,207b2d81,905a7b53,0e5acd1d,4cf72387,7e0ccccf,a86d9649,5b392875,a73ee510,42635bfd,aadb87b9,bac9dcdb,e9332a03,b28479f6,4e9e3b1e,301d75b3,d4bb7bd8,157482f0,21ddcdc9,b1252a9d,278a31a1,,3a171ecb,5bceb83a,001f3601,fdd86175
281624,0,,0,30.0,,27394,100.0,1.0,0,20.0,,1.0,,,2d4ea12b,207b2d81,d52980aa,b66d15e3,25c83c98,fe6b92e5,e14874c9,37e4aa92,7cc72ec2,ff5a1549,636405ac,b519c595,31b42deb,07d13a8f,0c67c4ca,7c8ae841,d4bb7bd8,395856b0,21ddcdc9,a458ea53,605305ee,,3a171ecb,f090fae7,001f3601,74bd9af6
281627,0,,9,1.0,1.0,3932,8.0,3,1,5,,2,,1.0,05db9164,4f25e98b,40e7a718,93765f62,4cf72387,6f6d9be8,9b98e9fc,0b153874,a73ee510,49d1ad89,7f8ffe57,5ca17520,46f42a63,cfef1c29,dddd963f,b2378211,e5ba7672,7ef5affa,083e89d9,a458ea53,11d3520c,,32c7478e,3fdb382b,001f3601,0b945011
281630,0,,262,3.0,3.0,27823,,0.0,3,104.0,,0.0,,3.0,05db9164,0eb070fa,7c00c502,da915cfb,25c83c98,7e0ccccf,c52b723b,0b153874,a73ee510,2c9992e3,6fadc5f9,6c369722,bd664eee,32813e21,9ee86a69,4cd6e8b5,1e88c74f,7ba9340b,,,5f111563,,dbb486d7,6ff19e6a,,
281634,0,,-1,,,49789,144.0,0,1,27,,0,,,05db9164,38a947a1,0e4f7fa4,5deac079,25c83c98,fbad5c96,f2487bdb,361384ce,7cc72ec2,01a07fd7,5c2caadf,1f6b8745,740c210d,07d13a8f,ca6db340,50d2b997,27c07bd6,a2157fe3,,,9c03188d,78e2e389,32c7478e,4b871c6a,,
281771,0,0.0,3,5.0,5.0,5188.0,164.0,32.0,42,944.0,0.0,7.0,0.0,5.0,05db9164,3f0d3f28,,,25c83c98,7e0ccccf,c96de117,0b153874,a73ee510,fc3680e8,ad757a5a,,93b18cb5,32813e21,e8d4033b,,3486227d,744ad4a0,,,,,c7dc6720,,,
281802,1,0.0,69,6.0,4.0,686.0,57.0,4,30,60,0.0,3,1.0,4.0,68fd1e64,b56822db,7da86e4b,b733e495,25c83c98,7e0ccccf,87e29668,5b392875,a73ee510,3b08e48b,0bc0e6ed,ed397d6b,abd69a9d,b28479f6,a9d1ba1a,056d8866,27c07bd6,38dce391,21ddcdc9,b1252a9d,deaf6b52,c9d4222a,32c7478e,d9556584,001f3601,6c27a535
281841,0,2.0,1,7.0,3.0,997.0,42.0,4.0,34,108.0,1.0,2.0,,3.0,8cf07265,39dfaa0d,,,25c83c98,7e0ccccf,262c51d4,1f89b562,a73ee510,b1ced7c4,5f3eb205,,12d7c50f,07d13a8f,60fa10e5,,07c540c4,df4fffb7,21ddcdc9,5840adea,,8ec974f4,32c7478e,,010f6491,ddf88ddd
281899,0,,2,23.0,42.0,2155.0,70.0,60.0,28,578.0,,2.0,0.0,42.0,05db9164,58e67aaf,90b87d13,8cafa4dd,25c83c98,7e0ccccf,13d43af5,0b153874,a73ee510,d3f2758d,1fc34e82,e6e01080,51a8c80d,b28479f6,62eca3c0,bb5c36f5,3486227d,c21c3e4c,55dd3565,b1252a9d,41ba86af,,bcdee96c,8ed869e2,9b3e8820,73128e71
281936,0,1.0,2,6.0,2.0,2.0,4.0,1.0,2,2.0,1.0,1.0,,2.0,05db9164,2fe85f57,506b8f15,97476ff9,30903e74,7e0ccccf,1f8a5e2a,0b153874,a73ee510,efea433b,eacae3ce,9cc98ead,096b841f,64c94865,aff315dd,9462f7bc,07c540c4,5ff6b040,,,97f203aa,,3a171ecb,c6eccc02,,
281943,1,0.0,1,8.0,26.0,17.0,49.0,11,40,66,0.0,2,1.0,26.0,3b65d647,2fe85f57,1b11aa70,43536b9c,4cf72387,7e0ccccf,6de90931,6c41e35e,a73ee510,4b270bd0,87fe3e10,75212646,3bd6c21d,64c94865,aff315dd,4336715d,3486227d,5ff6b040,,,0ca7b195,,32c7478e,c6eccc02,,
281951,0,,-1,10.0,18.0,5384.0,59.0,3,28,59,,2,0.0,18.0,05db9164,c41a84c8,7153a1f2,759c4a2e,25c83c98,7e0ccccf,4d50c6e9,a674580f,a73ee510,6241b629,c33bcaba,a648ca66,510ad963,64c94865,a772a8e2,9f56eb2f,d4bb7bd8,2b46823a,,,4b4716a2,,423fab69,590b856f,,
281955,1,,1,22.0,1.0,,,0,5,47,,0,,1.0,05db9164,38a947a1,d384736c,b95e4218,25c83c98,7e0ccccf,88002ee1,0b153874,7cc72ec2,3b08e48b,f1b78ab4,96e4de4d,6e5da64f,1adce6ef,c82d8eb2,6d790484,2005abd1,42c62349,,,b6c42b20,,55dd3565,83a9835a,,
281964,1,,0,6.0,7.0,1,,0,7,7,,0,,0.0,68fd1e64,9f7e1d07,9f0c59cf,b16b1b14,4cf72387,,af8f31b5,5b392875,a73ee510,3b08e48b,ac2ebe45,f2009eab,61537f27,b28479f6,08812651,7af70197,776ce399,6a58e423,21ddcdc9,5840adea,cf4815ea,,be7c41b4,3214afd4,ea9a246c,e7ecb821
281974,0,1.0,-1,,,1012,2.0,1.0,2,2.0,1.0,1.0,,,05db9164,58e67aaf,548bf07a,4ab0c6e1,384874ce,7e0ccccf,3086a9e9,5b392875,a73ee510,3b08e48b,ebd30041,3953854a,c7a109eb,b28479f6,62eca3c0,78550b97,d4bb7bd8,c21c3e4c,26e97973,b1252a9d,cfe7812d,ad3062eb,32c7478e,fa470cd3,9b3e8820,93f6d392
281995,0,2.0,6,2.0,4.0,1203.0,50.0,3,16,15,0.0,1,4.0,4.0,05db9164,38a947a1,7eef46ee,5db066fb,25c83c98,7e0ccccf,199c1eb3,0b153874,a73ee510,3b08e48b,ee991e99,46591921,934b2395,b28479f6,98ab09e7,c4c8682a,8efede7f,423679c5,,,6364be0b,,3a171ecb,f5220a4d,,
282015,0,,1,5.0,6.0,40122.0,,0.0,27,4.0,,0.0,,6.0,5a9ed9b0,421b43cd,0548994c,e2159af3,25c83c98,fe6b92e5,c69a93ea,0b153874,a73ee510,6f0b6a04,5eb664cd,69825422,a9f13ba2,b28479f6,2d0bb053,8a788b29,d4bb7bd8,2804effd,,,92d6aea0,,3a171ecb,d9556584,,
282018,0,,38,19.0,15.0,6960,69.0,10,24,28,,4,,15.0,5a9ed9b0,421b43cd,5e6b2ff9,29998ed1,25c83c98,7e0ccccf,981df231,5b392875,a73ee510,81102111,59b7f136,6aaba33c,1761eac4,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,ad3062eb,dbb486d7,b34f3128,,
282070,1,7.0,2,65.0,21.0,40.0,11.0,24.0,30,149.0,1.0,5.0,,11.0,05db9164,421b43cd,825ded2b,29998ed1,43b19349,7e0ccccf,a015ed43,0b153874,a73ee510,299aecf1,ccfdca2f,6aaba33c,d76cea6e,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
282090,0,,0,24.0,6.0,278616.0,,0.0,6,7.0,,0.0,,6.0,05db9164,207b2d81,c804b8dd,c5ea822b,43b19349,7e0ccccf,6574331a,5b392875,7cc72ec2,3b08e48b,63248e0c,79560450,784618a5,b28479f6,4e9e3b1e,e3469046,07c540c4,157482f0,21ddcdc9,b1252a9d,e2e82c3c,,3a171ecb,32ebc486,001f3601,e539c901
282119,0,1.0,9,28.0,5.0,1212.0,11.0,4.0,37,31.0,1.0,3.0,,5.0,68fd1e64,ea3a5818,79f8bb7e,afac504b,4cf72387,,4a45f6c5,a61cc0ef,a73ee510,fe01516c,2a0b79f8,b8d6bd77,25512dff,b28479f6,0a069322,e726617d,e5ba7672,a1d0cc4f,b1aed9b3,b1252a9d,83c8d9d3,,c7dc6720,5c2a03b6,1575c75f,832f3721
282208,1,1.0,-1,,,1438,0.0,7.0,0,2.0,0.0,4.0,,,05db9164,3f0d3f28,b120ecd0,b40012b1,25c83c98,fbad5c96,1c86e0eb,0b153874,a73ee510,8cd162d4,755e4a50,b0d8ad24,5978055e,1adce6ef,14108df6,ad48368b,e5ba7672,88416823,,,71fe3f6e,ad3062eb,423fab69,e5fca70a,,
282286,1,22.0,3,,24.0,0.0,1.0,25.0,43,96.0,2.0,4.0,,0.0,b455c6d7,62e9e9bf,,,b0530c50,fbad5c96,d61751c6,5b392875,a73ee510,6a5d2b37,7c7199cb,,9196db4a,07d13a8f,bf94b88d,,e5ba7672,8fc2e6f8,,,,,55dd3565,,,
282288,0,0.0,27,37.0,26.0,1447,84.0,11,39,84,0.0,1,,36.0,05db9164,1cfdf714,0bf4d7e2,606993db,25c83c98,fbad5c96,32da4b59,37e4aa92,a73ee510,eff5602f,9ee336c5,c6068d70,094e10ad,b28479f6,d345b1a0,cddaf517,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,141810a9,,bcdee96c,3fdb382b,cb079c2d,49d68486
282324,1,0.0,539,5.0,7.0,1236,1779.0,3,8,127,0.0,2,,7.0,05db9164,65265295,d45c999c,e525838d,25c83c98,,da33ebe6,5b392875,a73ee510,f0bda286,383e77c6,6b6e5d73,cce745f5,b28479f6,9b96f3bb,d591fb6a,07c540c4,abad9dca,21ddcdc9,a458ea53,933ae4cb,,32c7478e,7f400fed,9b3e8820,6eb26796
282344,0,4.0,0,6.0,3.0,902.0,5.0,6.0,9,46.0,1.0,2.0,,3.0,05db9164,58e67aaf,98a0d1fb,b2763d48,30903e74,,41f01e8e,0b153874,a73ee510,3b08e48b,ebd30041,66a6777a,c7a109eb,07d13a8f,10935a85,bc87b5c0,e5ba7672,c21c3e4c,21ddcdc9,a458ea53,5699666f,,32c7478e,3fdb382b,9b3e8820,49d68486
282346,1,,-1,,,3372,15.0,32,1,6,,4,0.0,,05db9164,404660bb,597d596e,d3fd4798,25c83c98,7e0ccccf,1c86e0eb,37e4aa92,a73ee510,75d433aa,755e4a50,aa787f00,5978055e,07d13a8f,633f1661,ba79b5f7,e5ba7672,4b17f8a2,21ddcdc9,b1252a9d,6e51654c,,3a171ecb,87889f51,f0f449dd,aa5f0a15
282390,0,,52,3.0,10.0,23783.0,30.0,1.0,10,27.0,,1.0,,10.0,05db9164,2c16a946,0b7a81db,9f43a1b5,25c83c98,fe6b92e5,8352926f,062b5529,a73ee510,e07e4ebd,6ae20392,47d5bdfe,78644930,b28479f6,3628a186,87140baa,d4bb7bd8,e4ca448c,,,4b3ae1ff,,32c7478e,9117a34a,,
282414,1,,0,21.0,17.0,8550.0,55.0,2.0,15,55.0,,1.0,,17.0,5a9ed9b0,1cfdf714,67010e3e,aa681a87,25c83c98,,234b2838,0b153874,7cc72ec2,1b7b3a1c,37e1e439,ff8edf25,132a0b80,051219e6,af56328b,ad37f83c,07c540c4,e88ffc9d,54591762,a458ea53,e3ee2ae6,,32c7478e,9910c169,cb079c2d,dc3f05c2
282430,0,,124,2.0,2.0,,,0,66,2,,0,,2.0,05db9164,8084ee93,02cf9876,c18be181,384874ce,7e0ccccf,af0809a5,0b153874,7cc72ec2,3b08e48b,9e12e146,8fe001f4,025225f2,b28479f6,16d2748c,36103458,2005abd1,003d4f4f,,,e587c466,,be7c41b4,3b183c5c,,
282450,0,0.0,1,,4.0,7047,403.0,1,29,118,0.0,1,,4.0,8cf07265,08d6d899,cd4a1cbe,8ae4eb4c,4cf72387,7e0ccccf,ad82323c,7b6fecd5,a73ee510,bdfd8a02,7ca25fd2,0b758182,d3802338,b28479f6,25ea17b3,77facfd0,e5ba7672,9dde83ca,,,9b57dbbb,c9d4222a,32c7478e,9e9a60e4,,
282452,0,0.0,17,1.0,1.0,2809,183.0,1,31,92,0.0,1,0.0,1.0,5bfa8ab5,421b43cd,a3d7144d,29998ed1,25c83c98,fbad5c96,d4ab9344,0b153874,a73ee510,474773a7,2bcfb78f,6aaba33c,e6fc496d,b28479f6,2d0bb053,b041b04a,3486227d,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
282462,0,2.0,47,4.0,4.0,1153.0,12.0,3,13,13,0.0,1,,4.0,05db9164,e3ce8d54,,,25c83c98,7e0ccccf,7195046d,5b392875,a73ee510,4d0f5c58,4d8549da,,51b97b8f,d2dfe871,4b0401e8,,e5ba7672,d9942b4c,,,,,3a171ecb,,,
282494,0,0.0,0,11.0,17.0,2681,123.0,17.0,33,201.0,0.0,1.0,,17.0,05db9164,78c51e9e,37c3ed6d,1601be24,4cf72387,7e0ccccf,ce4f7f55,0b153874,a73ee510,d7026747,38f692a7,a4259beb,6e5da64f,1adce6ef,e9910d7d,15f1882e,3486227d,ecf26b99,,,6e267f71,,32c7478e,4003a508,,
282495,1,5.0,6,1.0,19.0,17,3.0,5,20,19,1.0,1,,3.0,5bfa8ab5,2c16a946,8286e65d,9e2401c7,25c83c98,7e0ccccf,209d1929,0b153874,a73ee510,01ba7bcb,87fe3e10,f50d85fb,3bd6c21d,b28479f6,3628a186,e0823772,e5ba7672,e4ca448c,,,9a462ce6,,32c7478e,9117a34a,,
282568,1,28.0,4,2.0,2.0,2.0,1.0,42.0,2,2.0,1.0,3.0,,1.0,5a9ed9b0,08c2f5df,dde182a0,de1dc0c1,4cf72387,7e0ccccf,1c86e0eb,0b153874,a73ee510,34ccc264,755e4a50,7a27d4e1,5978055e,32813e21,102957f2,84534f54,e5ba7672,29b0e3e5,,,2b81e06c,,55dd3565,2f647dfe,,
282571,0,0.0,102,,2.0,2239,44.0,5,40,228,0.0,3,0.0,2.0,68fd1e64,a796837e,08de7b18,97ce69e9,25c83c98,fe6b92e5,e449d8c1,0b153874,a73ee510,27dc434a,08bbd6df,c5011072,eb9ed7ff,cfef1c29,f0bf9094,5a9431f3,e5ba7672,1cdbd1c5,,,e754c5e1,,dbb486d7,8fc66e78,,
282584,1,,0,9.0,2.0,1956,,0,4,45,,0,,2.0,05db9164,38a947a1,1e88f1ba,12100c35,25c83c98,fe6b92e5,b4ef5b52,0b153874,a73ee510,a098e768,f37be5c0,e165d24e,a59ea816,051219e6,2aa2bbdd,e4f8613d,1e88c74f,9c9da140,,,892ac502,ad3062eb,c7dc6720,7a39a7c1,,
282605,0,2.0,0,4.0,1.0,1003,16.0,5,24,21,1.0,2,,1.0,52f1e825,1cfdf714,abea1120,b85635b5,4cf72387,6f6d9be8,4be7ed03,0b153874,a73ee510,3ea987b7,838d6a6a,0e5bd318,c91ba988,b28479f6,d345b1a0,9c67ce9d,e5ba7672,e88ffc9d,5b885066,b1252a9d,b1cc26d4,,32c7478e,3fdb382b,cb079c2d,20cdb95f
